"UF";"CATEGORIA";"TIPO_RELATORIO";TOTAL
"AC";"Caçador de Subsistência";"REGISTROS NOVOS";3
"AC";"Caçador de Subsistência";"RENOVAÇÕES";3
"AC";"Caçador de Subsistência";"TRANSFERENCIAS";4
"AC";"Cidadão";"REGISTROS NOVOS";175
"AC";"Cidadão";"RENOVAÇÕES";16
"AC";"Cidadão";"TRANSFERENCIAS";12
"AC";"Empresa de Segurança Privada";"RENOVAÇÕES";14
"AC";"Empresa de Segurança Privada";"TRANSFERENCIAS";12
"AC";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";21
"AC";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";6
"AC";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";1
"AL";"Cidadão";"REGISTROS NOVOS";111
"AL";"Cidadão";"RENOVAÇÕES";13
"AL";"Cidadão";"TRANSFERENCIAS";21
"AL";"Empresa com Segurança Orgânica";"REGISTROS NOVOS";3
"AL";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";54
"AL";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";11
"AL";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";3
"AL";"Órgão público sem taxa";"REGISTROS NOVOS";15
"AM";"Cidadão";"REGISTROS NOVOS";60
"AM";"Cidadão";"RENOVAÇÕES";2
"AM";"Cidadão";"TRANSFERENCIAS";1
"AM";"Empresa de Segurança Privada";"TRANSFERENCIAS";168
"AM";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";15
"AM";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";2
"AP";"Cidadão";"REGISTROS NOVOS";26
"AP";"Cidadão";"RENOVAÇÕES";2
"AP";"Cidadão";"TRANSFERENCIAS";1
"AP";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";9
"AP";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";1
"AP";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";1
"BA";"Cidadão";"REGISTROS NOVOS";420
"BA";"Cidadão";"RENOVAÇÕES";45
"BA";"Cidadão";"TRANSFERENCIAS";41
"BA";"Empresa de Segurança Privada";"REGISTROS NOVOS";12
"BA";"Empresa de Segurança Privada";"TRANSFERENCIAS";11
"BA";"Outras Categorias";"REGISTROS NOVOS";3
"BA";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";55
"BA";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";26
"BA";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";11
"CE";"Caçador de Subsistência";"TRANSFERENCIAS";1
"CE";"Cidadão";"REGISTROS NOVOS";90
"CE";"Cidadão";"RENOVAÇÕES";17
"CE";"Cidadão";"TRANSFERENCIAS";8
"CE";"Empresa de Segurança Privada";"REGISTROS NOVOS";5
"CE";"Empresa de Segurança Privada";"TRANSFERENCIAS";32
"CE";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";79
"CE";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";11
"CE";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";13
"DF";"Caçador de Subsistência";"REGISTROS NOVOS";1
"DF";"Cidadão";"REGISTROS NOVOS";506
"DF";"Cidadão";"RENOVAÇÕES";80
"DF";"Cidadão";"TRANSFERENCIAS";46
"DF";"Revendedor";"REGISTROS NOVOS";5
"DF";"Revendedor";"TRANSFERENCIAS";3
"DF";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";46
"DF";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";24
"DF";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";9
"DF";"Órgão público com taxa";"TRANSFERENCIAS";110
"ES";"Caçador de Subsistência";"REGISTROS NOVOS";2
"ES";"Cidadão";"REGISTROS NOVOS";988
"ES";"Cidadão";"RENOVAÇÕES";65
"ES";"Cidadão";"TRANSFERENCIAS";49
"ES";"Empresa de Segurança Privada";"TRANSFERENCIAS";39
"ES";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";23
"ES";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";9
"ES";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";5
"GO";"Cidadão";"REGISTROS NOVOS";426
"GO";"Cidadão";"RENOVAÇÕES";71
"GO";"Cidadão";"TRANSFERENCIAS";48
"GO";"Empresa de Segurança Privada";"REGISTROS NOVOS";2
"GO";"Empresa de Segurança Privada";"TRANSFERENCIAS";58
"GO";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";63
"GO";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";31
"GO";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";10
"GO";"Órgão público sem taxa";"REGISTROS NOVOS";183
"MA";"Cidadão";"REGISTROS NOVOS";303
"MA";"Cidadão";"RENOVAÇÕES";11
"MA";"Cidadão";"TRANSFERENCIAS";9
"MA";"Empresa de Segurança Privada";"REGISTROS NOVOS";9
"MA";"Empresa de Segurança Privada";"TRANSFERENCIAS";22
"MA";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";16
"MA";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";7
"MA";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";2
"MG";"Caçador de Subsistência";"TRANSFERENCIAS";1
"MG";"Cidadão";"REGISTROS NOVOS";1684
"MG";"Cidadão";"RENOVAÇÕES";247
"MG";"Cidadão";"TRANSFERENCIAS";97
"MG";"Empresa de Segurança Privada";"REGISTROS NOVOS";10
"MG";"Empresa de Segurança Privada";"TRANSFERENCIAS";50
"MG";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";166
"MG";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";59
"MG";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";43
"MG";"Órgão público sem taxa";"REGISTROS NOVOS";24
"MG";"Órgão público sem taxa";"TRANSFERENCIAS";15
"MS";"Cidadão";"REGISTROS NOVOS";301
"MS";"Cidadão";"RENOVAÇÕES";71
"MS";"Cidadão";"TRANSFERENCIAS";31
"MS";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";78
"MS";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";12
"MS";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";8
"MS";"Órgão público sem taxa";"REGISTROS NOVOS";37
"MT";"Caçador de Subsistência";"REGISTROS NOVOS";3
"MT";"Cidadão";"REGISTROS NOVOS";1385
"MT";"Cidadão";"RENOVAÇÕES";125
"MT";"Cidadão";"TRANSFERENCIAS";57
"MT";"Empresa de Segurança Privada";"TRANSFERENCIAS";148
"MT";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";38
"MT";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";4
"MT";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";6
"MT";"Órgão público com taxa";"REGISTROS NOVOS";145
"MT";"Órgão público sem taxa";"REGISTROS NOVOS";3900
"PA";"Caçador de Subsistência";"REGISTROS NOVOS";33
"PA";"Caçador de Subsistência";"RENOVAÇÕES";4
"PA";"Caçador de Subsistência";"TRANSFERENCIAS";2
"PA";"Cidadão";"REGISTROS NOVOS";491
"PA";"Cidadão";"RENOVAÇÕES";26
"PA";"Cidadão";"TRANSFERENCIAS";26
"PA";"Empresa de Segurança Privada";"REGISTROS NOVOS";52
"PA";"Empresa de Segurança Privada";"TRANSFERENCIAS";108
"PA";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";27
"PA";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";7
"PB";"Caçador de Subsistência";"REGISTROS NOVOS";1
"PB";"Cidadão";"REGISTROS NOVOS";128
"PB";"Cidadão";"RENOVAÇÕES";19
"PB";"Cidadão";"TRANSFERENCIAS";7
"PB";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";13
"PB";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";2
"PB";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";3
"PB";"Órgão público sem taxa";"REGISTROS NOVOS";120
"PE";"Cidadão";"REGISTROS NOVOS";253
"PE";"Cidadão";"RENOVAÇÕES";39
"PE";"Cidadão";"TRANSFERENCIAS";19
"PE";"Empresa de Segurança Privada";"TRANSFERENCIAS";22
"PE";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";85
"PE";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";14
"PE";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";10
"PI";"Caçador de Subsistência";"REGISTROS NOVOS";1
"PI";"Cidadão";"REGISTROS NOVOS";149
"PI";"Cidadão";"RENOVAÇÕES";14
"PI";"Cidadão";"TRANSFERENCIAS";11
"PI";"Empresa de Segurança Privada";"TRANSFERENCIAS";97
"PI";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";16
"PI";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";9
"PI";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";1
"PI";"Órgão público sem taxa";"REGISTROS NOVOS";1
"PI";"Órgão público sem taxa";"TRANSFERENCIAS";1
"PR";"Caçador de Subsistência";"REGISTROS NOVOS";1
"PR";"Cidadão";"REGISTROS NOVOS";820
"PR";"Cidadão";"RENOVAÇÕES";190
"PR";"Cidadão";"TRANSFERENCIAS";70
"PR";"Empresa de Segurança Privada";"REGISTROS NOVOS";3
"PR";"Empresa de Segurança Privada";"RENOVAÇÕES";1
"PR";"Empresa de Segurança Privada";"TRANSFERENCIAS";52
"PR";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";31
"PR";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";24
"PR";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";14
"PR";"Órgão público sem taxa";"REGISTROS NOVOS";3003
"RJ";"Caçador de Subsistência";"TRANSFERENCIAS";1
"RJ";"Cidadão";"REGISTROS NOVOS";702
"RJ";"Cidadão";"RENOVAÇÕES";119
"RJ";"Cidadão";"TRANSFERENCIAS";38
"RJ";"Empresa de Segurança Privada";"REGISTROS NOVOS";6
"RJ";"Empresa de Segurança Privada";"TRANSFERENCIAS";46
"RJ";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";81
"RJ";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";19
"RJ";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";7
"RJ";"Órgão público sem taxa";"REGISTROS NOVOS";4
"RN";"Cidadão";"REGISTROS NOVOS";158
"RN";"Cidadão";"RENOVAÇÕES";6
"RN";"Cidadão";"TRANSFERENCIAS";14
"RN";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";31
"RN";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";3
"RN";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";3
"RO";"Caçador de Subsistência";"REGISTROS NOVOS";2
"RO";"Caçador de Subsistência";"TRANSFERENCIAS";2
"RO";"Cidadão";"REGISTROS NOVOS";490
"RO";"Cidadão";"RENOVAÇÕES";27
"RO";"Cidadão";"TRANSFERENCIAS";25
"RO";"Empresa de Segurança Privada";"REGISTROS NOVOS";9
"RO";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";55
"RO";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";11
"RO";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";7
"RO";"Órgão público sem taxa";"REGISTROS NOVOS";60
"RR";"Cidadão";"REGISTROS NOVOS";49
"RR";"Cidadão";"RENOVAÇÕES";13
"RR";"Cidadão";"TRANSFERENCIAS";3
"RR";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";19
"RR";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";1
"RR";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";3
"RS";"Cidadão";"REGISTROS NOVOS";1292
"RS";"Cidadão";"RENOVAÇÕES";395
"RS";"Cidadão";"TRANSFERENCIAS";216
"RS";"Empresa de Segurança Privada";"REGISTROS NOVOS";15
"RS";"Empresa de Segurança Privada";"TRANSFERENCIAS";11
"RS";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";77
"RS";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";23
"RS";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";23
"RS";"Órgão público sem taxa";"REGISTROS NOVOS";561
"RS";"Órgão público sem taxa";"TRANSFERENCIAS";55
"SC";"Cidadão";"REGISTROS NOVOS";948
"SC";"Cidadão";"RENOVAÇÕES";116
"SC";"Cidadão";"TRANSFERENCIAS";89
"SC";"Empresa de Segurança Privada";"REGISTROS NOVOS";21
"SC";"Empresa de Segurança Privada";"TRANSFERENCIAS";33
"SC";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";64
"SC";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";12
"SC";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";6
"SC";"Órgão público sem taxa";"REGISTROS NOVOS";10
"SE";"Caçador de Subsistência";"REGISTROS NOVOS";2
"SE";"Cidadão";"REGISTROS NOVOS";105
"SE";"Cidadão";"RENOVAÇÕES";5
"SE";"Cidadão";"TRANSFERENCIAS";5
"SE";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";9
"SE";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";3
"SP";"Caçador de Subsistência";"REGISTROS NOVOS";1
"SP";"Cidadão";"REGISTROS NOVOS";995
"SP";"Cidadão";"RENOVAÇÕES";226
"SP";"Cidadão";"TRANSFERENCIAS";127
"SP";"Empresa com Segurança Orgânica";"REGISTROS NOVOS";13
"SP";"Empresa de Segurança Privada";"REGISTROS NOVOS";47
"SP";"Empresa de Segurança Privada";"RENOVAÇÕES";5
"SP";"Empresa de Segurança Privada";"TRANSFERENCIAS";393
"SP";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";609
"SP";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";163
"SP";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";59
"SP";"Órgão público com taxa";"TRANSFERENCIAS";49
"SP";"Órgão público sem taxa";"REGISTROS NOVOS";340
"TO";"Cidadão";"REGISTROS NOVOS";153
"TO";"Cidadão";"RENOVAÇÕES";12
"TO";"Cidadão";"TRANSFERENCIAS";10
"TO";"Empresa de Segurança Privada";"REGISTROS NOVOS";11
"TO";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";16
"TO";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";1
"TO";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";5
